key_id,hashing_key,length,n_texts,exceed,fpr,green_tokens,eligible_positions,p_k,mean_z,sd_z
kgw-041,439191917,512,179,10,0.055865921787709494,22384,86859,0.25770501617564096,0.3918052643225986,1.2007380882380878
kgw-042,831583573,128,1500,10,0.006666666666666667,42871,184186,0.23275927594931212,-0.4394109693124936,1.0731444148423614
kgw-042,831583573,256,588,4,0.006802721088435374,33755,144142,0.23417879590958915,-0.5696407400633484,1.0848677423569124
kgw-042,831583573,512,179,5,0.027932960893854747,20488,86859,0.23587653553460206,-0.7078306747566382,1.2713749605215183
kgw-043,253840919,128,1500,66,0.044,48514,184186,0.2633967836860565,0.34250289656316507,1.1286748849329868
kgw-043,253840919,256,588,32,0.05442176870748299,37753,144142,0.26191533349058566,0.42907193866359944,1.1770262757510783
kgw-043,253840919,512,179,21,0.11731843575418995,22908,86859,0.263737781922426,0.6909757274733443,1.3134085807933393
kgw-044,763628513,128,1500,45,0.03,47160,184186,0.25604551920341395,0.1548121265970261,1.1082097566555809
kgw-044,763628513,256,588,32,0.05442176870748299,37140,144142,0.25766258273091813,0.27571238066932346,1.1813925028602168
kgw-044,763628513,512,179,9,0.05027932960893855,22362,86859,0.25745173211756983,0.37040750081581747,1.2290464706639785
kgw-045,518933819,128,1500,16,0.010666666666666666,44840,184186,0.24344955642665567,-0.16837439164454002,1.0612538779819551
kgw-045,518933819,256,588,8,0.013605442176870748,35252,144142,0.24456438789526994,-0.19719203519191067,1.08015407666915
kgw-045,518933819,512,179,6,0.0335195530726257,21163,86859,0.24364775095269345,-0.32679645317586253,1.2448143968177185
kgw-046,1049431477,128,1500,3,0.002,41148,184186,0.22340460186984895,-0.6808365166737658,1.0197146424728103
kgw-046,1049431477,256,588,3,0.00510204081632653,32212,144142,0.2234740741768534,-0.9595874856186155,1.106072014058258
kgw-046,1049431477,512,179,0,0.0,19408,86859,0.22344259086565582,-1.3584223942762146,1.0720841585118248
kgw-047,757715731,128,1500,17,0.011333333333333334,45180,184186,0.2452955164887668,-0.12098970174895296,1.056805195192524
kgw-047,757715731,256,588,9,0.015306122448979591,35320,144142,0.24503614491265557,-0.18014823895322213,1.1436130200279235
kgw-047,757715731,512,179,2,0.0111731843575419,21070,86859,0.2425770501617564,-0.37324544183039676,1.172836973307727
kgw-048,1001633513,128,1500,5,0.0033333333333333335,41614,184186,0.22593465301380128,-0.6153704429802659,1.0466599932023233
kgw-048,1001633513,256,588,1,0.0017006802721088435,32433,144142,0.2250072844833567,-0.9026157011794689,1.0834828014991802
kgw-048,1001633513,512,179,1,0.00558659217877095,19413,86859,0.22350015542430837,-1.341312023833069,1.18926293209764
kgw-049,1432116443,128,1500,2,0.0013333333333333333,41108,184186,0.22318743009783587,-0.6867672090520227,1.0288576116822796
kgw-049,1432116443,256,588,0,0.0,32091,144142,0.22263462419003482,-0.989956934001457,1.0955593070752925
kgw-049,1432116443,512,179,0,0.0,19272,86859,0.22187683487030704,-1.4280941950098962,1.1867957675922511
kgw-050,1053616877,128,1500,163,0.10866666666666666,52869,184186,0.28704136036397987,0.9479048364983279,1.162240889261645
kgw-050,1053616877,256,588,130,0.22108843537414966,41554,144142,0.2882851632418032,1.384652496304427,1.2448416288718493
kgw-050,1053616877,512,179,76,0.4245810055865922,25292,86859,0.29118456348795174,2.0916569865504364,1.4563640979699293
kgw-051,452277701,128,1500,70,0.04666666666666667,48455,184186,0.2630764553223372,0.3344079953871665,1.1161166398317197
kgw-051,452277701,256,588,32,0.05442176870748299,38190,144142,0.26494706608760804,0.541099926033217,1.1129138276278026
kgw-051,452277701,512,179,24,0.1340782122905028,23467,86859,0.2701734995797787,1.025375466212214,1.2486615664499614
kgw-052,118837471,128,1500,11,0.007333333333333333,43137,184186,0.23420346823319904,-0.4040532991624434,1.0752729929526539
kgw-052,118837471,256,588,6,0.01020408163265306,33790,144142,0.23442161202147882,-0.5619742583476199,1.1304610540510796
kgw-052,118837471,512,179,0,0.0,20294,86859,0.23364303065888395,-0.8324723295018057,1.1765839671690652
kgw-053,1181296471,128,1500,34,0.02266666666666667,46440,184186,0.2521364273071786,0.054045115546375984,1.0870333006583939
kgw-053,1181296471,256,588,9,0.015306122448979591,36055,144142,0.2501352832623385,0.001972129969220344,1.1088722476922517
kgw-053,1181296471,512,179,3,0.01675977653631285,21509,86859,0.24763121841144844,-0.12755928901489352,1.2503261378700399
kgw-054,1322816951,128,1500,8,0.005333333333333333,42734,184186,0.23201546263016734,-0.4606833762437669,1.0462205074603472
kgw-054,1322816951,256,588,7,0.011904761904761904,33913,144142,0.23527493721469106,-0.534191577377013,1.1392552347945732
kgw-054,1322816951,512,179,5,0.027932960893854747,20354,86859,0.23433380536271428,-0.8066374081034017,1.3636469300176746
kgw-055,1518255493,128,1500,45,0.03,47200,184186,0.25626269097542703,0.16192519105480196,1.1232397170829187
kgw-055,1518255493,256,588,33,0.05612244897959184,36629,144142,0.254117467497329,0.15233649222653997,1.1955524581198362
kgw-055,1518255493,512,179,11,0.061452513966480445,22065,86859,0.25403239733360966,0.2169780471864533,1.2275608419117532
kgw-056,424208963,128,1500,12,0.008,43737,184186,0.23746104481339517,-0.3209554226614376,1.087544920327721
kgw-056,424208963,256,588,5,0.008503401360544218,34602,144142,0.24005494581731904,-0.3599287508627221,1.0803842199956544
kgw-056,424208963,512,179,1,0.00558659217877095,20852,86859,0.24006723540450614,-0.5100685607163008,1.0822480007805877
kgw-057,1521171467,128,1500,21,0.014,45698,184186,0.2481078909363361,-0.04869988619357766,1.0692013752550116
kgw-057,1521171467,256,588,11,0.01870748299319728,35854,144142,0.24874082501977218,-0.046603811456009205,1.139347771681581
kgw-057,1521171467,512,179,7,0.03910614525139665,21860,86859,0.25167225042885594,0.08416483429038747,1.2423648407770629
kgw-058,504848917,128,1500,63,0.042,48908,184186,0.26553592564038525,0.3966103730699162,1.1070967217116816
